"","key_index","analysis_type","analysis_var_1","analysis_var_value_1","group_var_1","group_var_value_1","group_var_2","group_var_value_2","nb_analysis_var","nb_group_var","stat","sector","indicator","analysis_level","label::English","label::Arabic"
"177","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ baalbek_hermel ~/~ pop_group ~/~ prl","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","baalbek_hermel","pop_group","prl",1,2,25,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"178","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ batroun ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","batroun","pop_group","lebanese",1,2,26,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"179","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ bcharre ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","bcharre","pop_group","lebanese",1,2,64,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"180","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ beirut ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","beirut","pop_group","lebanese",1,2,43,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"181","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ beirut ~/~ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","beirut","pop_group","migrant",1,2,27,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"182","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ beirut ~/~ pop_group ~/~ prl","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","beirut","pop_group","prl",1,2,40,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"183","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ bekaa ~/~ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","bekaa","pop_group","migrant",1,2,17,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"184","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ bent_jbeil ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","bent_jbeil","pop_group","lebanese",1,2,16,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"185","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ chouf ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","chouf","pop_group","lebanese",1,2,20,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"186","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ hasbaya ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","hasbaya","pop_group","lebanese",1,2,16,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"187","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ hermel ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","hermel","pop_group","lebanese",1,2,15,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"188","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ jbeil ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","jbeil","pop_group","lebanese",1,2,21,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"189","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ jezzine ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","jezzine","pop_group","lebanese",1,2,42,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"190","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ kesrwane ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","kesrwane","pop_group","lebanese",1,2,21,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"191","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ koura ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","koura","pop_group","lebanese",1,2,37,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"192","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ marjaayoun ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","marjaayoun","pop_group","lebanese",1,2,12,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"193","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ meten ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","meten","pop_group","lebanese",1,2,11,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"194","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ minieh_dennie ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","minieh_dennie","pop_group","lebanese",1,2,13,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"195","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ mnt_lbn ~/~ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","mnt_lbn","pop_group","migrant",1,2,41,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"196","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ nabatieh ~/~ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","nabatieh","pop_group","migrant",1,2,0,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"197","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ north ~/~ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","north","pop_group","migrant",1,2,56,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"198","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ north ~/~ pop_group ~/~ prl","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","north","pop_group","prl",1,2,49,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"199","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ rachaya ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","rachaya","pop_group","lebanese",1,2,14,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"200","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ saida ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","saida","pop_group","lebanese",1,2,30,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"201","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ sour ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","sour","pop_group","lebanese",1,2,21,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"202","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ south ~/~ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","south","pop_group","migrant",1,2,38,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"203","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ south ~/~ pop_group ~/~ prl","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","south","pop_group","prl",1,2,45,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"204","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ tripoli ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","tripoli","pop_group","lebanese",1,2,40,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"205","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ w_bekaa ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","w_bekaa","pop_group","lebanese",1,2,11,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"206","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ zahle ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","zahle","pop_group","lebanese",1,2,15,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"207","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_listen_to_anyone_in_our_community @/@ stratification ~/~ zgharta ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_listen_to_anyone_in_our_community","stratification","zgharta","pop_group","lebanese",1,2,45,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"208","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ akkar ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","akkar","pop_group","lebanese",1,2,15,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"209","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ akkar ~/~ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","akkar","pop_group","migrant",1,2,25,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"210","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ akkar ~/~ pop_group ~/~ prl","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","akkar","pop_group","prl",1,2,5,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"211","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ aley ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","aley","pop_group","lebanese",1,2,32,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"212","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ baabda ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","baabda","pop_group","lebanese",1,2,23,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"213","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ baalbek ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","baalbek","pop_group","lebanese",1,2,20,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"214","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ baalbek_hermel ~/~ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","baalbek_hermel","pop_group","migrant",1,2,47,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"215","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ baalbek_hermel ~/~ pop_group ~/~ prl","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","baalbek_hermel","pop_group","prl",1,2,32,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"216","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ batroun ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","batroun","pop_group","lebanese",1,2,26,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"217","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ bcharre ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","bcharre","pop_group","lebanese",1,2,32,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"218","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ beirut ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","beirut","pop_group","lebanese",1,2,33,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"219","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ beirut ~/~ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","beirut","pop_group","migrant",1,2,20,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"220","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ beirut ~/~ pop_group ~/~ prl","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","beirut","pop_group","prl",1,2,26,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"221","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ bekaa ~/~ pop_group ~/~ migrant","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","bekaa","pop_group","migrant",1,2,42,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"222","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ bent_jbeil ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","bent_jbeil","pop_group","lebanese",1,2,6,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"223","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ chouf ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","chouf","pop_group","lebanese",1,2,33,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"224","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ hasbaya ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","hasbaya","pop_group","lebanese",1,2,2,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"225","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ hermel ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","hermel","pop_group","lebanese",1,2,28,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"226","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ jbeil ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","jbeil","pop_group","lebanese",1,2,34,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"227","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ jezzine ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","jezzine","pop_group","lebanese",1,2,13,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"228","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ kesrwane ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","kesrwane","pop_group","lebanese",1,2,26,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"229","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ koura ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","koura","pop_group","lebanese",1,2,10,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"230","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ marjaayoun ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","marjaayoun","pop_group","lebanese",1,2,0,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"231","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ meten ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","meten","pop_group","lebanese",1,2,37,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
"232","prop_select_multiple @/@ reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave ~/~ do_not_speak_to_anyone_in_our_community @/@ stratification ~/~ minieh_dennie ~/~ pop_group ~/~ lebanese","prop_select_multiple","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave","do_not_speak_to_anyone_in_our_community","stratification","minieh_dennie","pop_group","lebanese",1,2,17,"Livelihood","If not satisfied, why not?","HH_data","If not satisfied, why not?","إذا لم تكن راضيا ، فلماذا لا؟"
