"","key_index","analysis_type","analysis_var_1","analysis_var_value_1","group_var_1","group_var_value_1","nb_analysis_var","nb_group_var","X","stat","sector","indicator","analysis_level","label::English","label::Arabic"
"81","prop_select_one @/@ i_rcsi_cat ~/~ Medium @/@ pop_group ~/~ prl","prop_select_one","i_rcsi_cat","Medium","pop_group","prl",1,1,2443,50,"Food Security","RCSI_CAT","HH_data",NA,NA
"82","mean @/@ hhs_score ~/~ NA @/@ pop_group ~/~ lebanese","mean","hhs_score","NA","pop_group","lebanese",1,1,2453,0.350494547299009,"Food Security","HHS","HH_data",NA,NA
"83","mean @/@ hhs_score ~/~ NA @/@ pop_group ~/~ migrant","mean","hhs_score","NA","pop_group","migrant",1,1,2454,0.267029972752044,"Food Security","HHS","HH_data",NA,NA
"84","mean @/@ hhs_score ~/~ NA @/@ pop_group ~/~ prl","mean","hhs_score","NA","pop_group","prl",1,1,2455,0.34634974533107,"Food Security","HHS","HH_data",NA,NA
"85","prop_select_one @/@ child_access_online_education ~/~ dont_know @/@ NA ~/~ NA","prop_select_one","child_access_online_education","dont_know","NA","NA",1,1,2777,0,"Protection","If the child school was closed during the last academic year, did the child access online education while the school was closed?","INDV_data","If the child school was closed during the last academic year, did the child access online education while the school was closed?","إذا تم إغلاق مدرسة الطفل خلال العام الدراسي الماضي ، هل قام الطفل بالوصول إلى التعليم عبر الإنترنت أثناء إغلاق المدرسة؟"
"86","prop_select_one @/@ child_access_online_education ~/~ no_child_did_not_access_online_education_while_the_school_was_closed @/@ NA ~/~ NA","prop_select_one","child_access_online_education","no_child_did_not_access_online_education_while_the_school_was_closed","NA","NA",1,1,2778,4,"Protection","If the child school was closed during the last academic year, did the child access online education while the school was closed?","INDV_data","If the child school was closed during the last academic year, did the child access online education while the school was closed?","إذا تم إغلاق مدرسة الطفل خلال العام الدراسي الماضي ، هل قام الطفل بالوصول إلى التعليم عبر الإنترنت أثناء إغلاق المدرسة؟"
"87","prop_select_one @/@ child_access_online_education ~/~ no_school_remained_opened_all_year @/@ NA ~/~ NA","prop_select_one","child_access_online_education","no_school_remained_opened_all_year","NA","NA",1,1,2779,49,"Protection","If the child school was closed during the last academic year, did the child access online education while the school was closed?","INDV_data","If the child school was closed during the last academic year, did the child access online education while the school was closed?","إذا تم إغلاق مدرسة الطفل خلال العام الدراسي الماضي ، هل قام الطفل بالوصول إلى التعليم عبر الإنترنت أثناء إغلاق المدرسة؟"
"88","prop_select_one @/@ child_access_online_education ~/~ yes_child_accessed_online_education_while_the_school_was_closed @/@ NA ~/~ NA","prop_select_one","child_access_online_education","yes_child_accessed_online_education_while_the_school_was_closed","NA","NA",1,1,2780,47,"Protection","If the child school was closed during the last academic year, did the child access online education while the school was closed?","INDV_data","If the child school was closed during the last academic year, did the child access online education while the school was closed?","إذا تم إغلاق مدرسة الطفل خلال العام الدراسي الماضي ، هل قام الطفل بالوصول إلى التعليم عبر الإنترنت أثناء إغلاق المدرسة؟"
"89","prop_select_one @/@ main_reason_child_not_attending ~/~  Epilepsy, Diabetes, Severe Allergies, etc. @/@ NA ~/~ NA","prop_select_one","main_reason_child_not_attending"," Epilepsy, Diabetes, Severe Allergies, etc.","NA","NA",1,1,2781,1,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"90","prop_select_one @/@ main_reason_child_not_attending ~/~ age_is_not_appropriate_for_the_intended_grade_level @/@ NA ~/~ NA","prop_select_one","main_reason_child_not_attending","age_is_not_appropriate_for_the_intended_grade_level","NA","NA",1,1,2782,1,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"91","prop_select_one @/@ main_reason_child_not_attending ~/~ child_did_not_attend_because_of_health_problems_diseases @/@ NA ~/~ NA","prop_select_one","main_reason_child_not_attending","child_did_not_attend_because_of_health_problems_diseases","NA","NA",1,1,2783,2,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"92","prop_select_one @/@ main_reason_child_not_attending ~/~ child_did_not_attend_due_to_disability @/@ NA ~/~ NA","prop_select_one","main_reason_child_not_attending","child_did_not_attend_due_to_disability","NA","NA",1,1,2784,2,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"93","prop_select_one @/@ main_reason_child_not_attending ~/~ child_did_not_attend_due_to_fear_of_contracting_from_covid_19 @/@ NA ~/~ NA","prop_select_one","main_reason_child_not_attending","child_did_not_attend_due_to_fear_of_contracting_from_covid_19","NA","NA",1,1,2785,19,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"94","prop_select_one @/@ main_reason_child_not_attending ~/~ child_did_not_attend_due_to_work @/@ NA ~/~ NA","prop_select_one","main_reason_child_not_attending","child_did_not_attend_due_to_work","NA","NA",1,1,2786,1,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"95","prop_select_one @/@ main_reason_child_not_attending ~/~ cost_of_education @/@ NA ~/~ NA","prop_select_one","main_reason_child_not_attending","cost_of_education","NA","NA",1,1,2787,16,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"96","prop_select_one @/@ main_reason_child_not_attending ~/~ cultural_religious_reasons @/@ NA ~/~ NA","prop_select_one","main_reason_child_not_attending","cultural_religious_reasons","NA","NA",1,1,2788,1,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"97","prop_select_one @/@ main_reason_child_not_attending ~/~ difficulties_at_school_with_curriculum @/@ NA ~/~ NA","prop_select_one","main_reason_child_not_attending","difficulties_at_school_with_curriculum","NA","NA",1,1,2789,32,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"98","prop_select_one @/@ main_reason_child_not_attending ~/~ dont_know @/@ NA ~/~ NA","prop_select_one","main_reason_child_not_attending","dont_know","NA","NA",1,1,2790,9,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"99","prop_select_one @/@ main_reason_child_not_attending ~/~ enrolled_attending_non_formal_informal_education_program @/@ NA ~/~ NA","prop_select_one","main_reason_child_not_attending","enrolled_attending_non_formal_informal_education_program","NA","NA",1,1,2791,4,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"100","prop_select_one @/@ main_reason_child_not_attending ~/~ fear_of_violence_in_schools @/@ NA ~/~ NA","prop_select_one","main_reason_child_not_attending","fear_of_violence_in_schools","NA","NA",1,1,2792,1,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"101","prop_select_one @/@ main_reason_child_not_attending ~/~ other @/@ NA ~/~ NA","prop_select_one","main_reason_child_not_attending","other","NA","NA",1,1,2793,10,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"102","prop_select_one @/@ main_reason_child_not_attending ~/~ prefer_not_to_answer @/@ NA ~/~ NA","prop_select_one","main_reason_child_not_attending","prefer_not_to_answer","NA","NA",1,1,2794,1,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"103","prop_select_one @/@ governorate ~/~ akkar @/@ NA ~/~ NA","prop_select_one","governorate","akkar","NA","NA",1,1,2979,8,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"104","prop_select_one @/@ governorate ~/~ baalbek_hermel @/@ NA ~/~ NA","prop_select_one","governorate","baalbek_hermel","NA","NA",1,1,2980,9,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"105","prop_select_one @/@ governorate ~/~ beirut @/@ NA ~/~ NA","prop_select_one","governorate","beirut","NA","NA",1,1,2981,8,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"106","prop_select_one @/@ governorate ~/~ bekaa @/@ NA ~/~ NA","prop_select_one","governorate","bekaa","NA","NA",1,1,2982,10,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"107","prop_select_one @/@ governorate ~/~ mnt_lbn @/@ NA ~/~ NA","prop_select_one","governorate","mnt_lbn","NA","NA",1,1,2983,19,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"108","prop_select_one @/@ governorate ~/~ nabatieh @/@ NA ~/~ NA","prop_select_one","governorate","nabatieh","NA","NA",1,1,2984,9,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"109","prop_select_one @/@ governorate ~/~ north @/@ NA ~/~ NA","prop_select_one","governorate","north","NA","NA",1,1,2985,25,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"110","prop_select_one @/@ governorate ~/~ south @/@ NA ~/~ NA","prop_select_one","governorate","south","NA","NA",1,1,2986,12,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"111","prop_select_one @/@ pop_group ~/~ lebanese @/@ NA ~/~ NA","prop_select_one","pop_group","lebanese","NA","NA",1,1,3018,80,"Demographic","What is the name of the population group?","HH_data","What is the name of the population group?","ما هي الفئة السكانية؟"
"112","prop_select_one @/@ pop_group ~/~ migrant @/@ NA ~/~ NA","prop_select_one","pop_group","migrant","NA","NA",1,1,3019,9,"Demographic","What is the name of the population group?","HH_data","What is the name of the population group?","ما هي الفئة السكانية؟"
"113","prop_select_one @/@ pop_group ~/~ prl @/@ NA ~/~ NA","prop_select_one","pop_group","prl","NA","NA",1,1,3020,11,"Demographic","What is the name of the population group?","HH_data","What is the name of the population group?","ما هي الفئة السكانية؟"
"114","prop_select_one @/@ child_access_online_education ~/~ dont_know @/@ pop_group ~/~ lebanese","prop_select_one","child_access_online_education","dont_know","pop_group","lebanese",1,1,3285,0,"Protection","If the child school was closed during the last academic year, did the child access online education while the school was closed?","INDV_data","If the child school was closed during the last academic year, did the child access online education while the school was closed?","إذا تم إغلاق مدرسة الطفل خلال العام الدراسي الماضي ، هل قام الطفل بالوصول إلى التعليم عبر الإنترنت أثناء إغلاق المدرسة؟"
"115","prop_select_one @/@ child_access_online_education ~/~ no_child_did_not_access_online_education_while_the_school_was_closed @/@ pop_group ~/~ lebanese","prop_select_one","child_access_online_education","no_child_did_not_access_online_education_while_the_school_was_closed","pop_group","lebanese",1,1,3286,5,"Protection","If the child school was closed during the last academic year, did the child access online education while the school was closed?","INDV_data","If the child school was closed during the last academic year, did the child access online education while the school was closed?","إذا تم إغلاق مدرسة الطفل خلال العام الدراسي الماضي ، هل قام الطفل بالوصول إلى التعليم عبر الإنترنت أثناء إغلاق المدرسة؟"
"116","prop_select_one @/@ child_access_online_education ~/~ no_school_remained_opened_all_year @/@ pop_group ~/~ lebanese","prop_select_one","child_access_online_education","no_school_remained_opened_all_year","pop_group","lebanese",1,1,3287,50,"Protection","If the child school was closed during the last academic year, did the child access online education while the school was closed?","INDV_data","If the child school was closed during the last academic year, did the child access online education while the school was closed?","إذا تم إغلاق مدرسة الطفل خلال العام الدراسي الماضي ، هل قام الطفل بالوصول إلى التعليم عبر الإنترنت أثناء إغلاق المدرسة؟"
"117","prop_select_one @/@ child_access_online_education ~/~ yes_child_accessed_online_education_while_the_school_was_closed @/@ pop_group ~/~ lebanese","prop_select_one","child_access_online_education","yes_child_accessed_online_education_while_the_school_was_closed","pop_group","lebanese",1,1,3288,45,"Protection","If the child school was closed during the last academic year, did the child access online education while the school was closed?","INDV_data","If the child school was closed during the last academic year, did the child access online education while the school was closed?","إذا تم إغلاق مدرسة الطفل خلال العام الدراسي الماضي ، هل قام الطفل بالوصول إلى التعليم عبر الإنترنت أثناء إغلاق المدرسة؟"
"118","prop_select_one @/@ child_access_online_education ~/~ no_child_did_not_access_online_education_while_the_school_was_closed @/@ pop_group ~/~ migrant","prop_select_one","child_access_online_education","no_child_did_not_access_online_education_while_the_school_was_closed","pop_group","migrant",1,1,3289,3,"Protection","If the child school was closed during the last academic year, did the child access online education while the school was closed?","INDV_data","If the child school was closed during the last academic year, did the child access online education while the school was closed?","إذا تم إغلاق مدرسة الطفل خلال العام الدراسي الماضي ، هل قام الطفل بالوصول إلى التعليم عبر الإنترنت أثناء إغلاق المدرسة؟"
"119","prop_select_one @/@ child_access_online_education ~/~ no_school_remained_opened_all_year @/@ pop_group ~/~ migrant","prop_select_one","child_access_online_education","no_school_remained_opened_all_year","pop_group","migrant",1,1,3290,32,"Protection","If the child school was closed during the last academic year, did the child access online education while the school was closed?","INDV_data","If the child school was closed during the last academic year, did the child access online education while the school was closed?","إذا تم إغلاق مدرسة الطفل خلال العام الدراسي الماضي ، هل قام الطفل بالوصول إلى التعليم عبر الإنترنت أثناء إغلاق المدرسة؟"
"120","prop_select_one @/@ child_access_online_education ~/~ yes_child_accessed_online_education_while_the_school_was_closed @/@ pop_group ~/~ migrant","prop_select_one","child_access_online_education","yes_child_accessed_online_education_while_the_school_was_closed","pop_group","migrant",1,1,3291,65,"Protection","If the child school was closed during the last academic year, did the child access online education while the school was closed?","INDV_data","If the child school was closed during the last academic year, did the child access online education while the school was closed?","إذا تم إغلاق مدرسة الطفل خلال العام الدراسي الماضي ، هل قام الطفل بالوصول إلى التعليم عبر الإنترنت أثناء إغلاق المدرسة؟"
"121","prop_select_one @/@ child_access_online_education ~/~ dont_know @/@ pop_group ~/~ prl","prop_select_one","child_access_online_education","dont_know","pop_group","prl",1,1,3292,1,"Protection","If the child school was closed during the last academic year, did the child access online education while the school was closed?","INDV_data","If the child school was closed during the last academic year, did the child access online education while the school was closed?","إذا تم إغلاق مدرسة الطفل خلال العام الدراسي الماضي ، هل قام الطفل بالوصول إلى التعليم عبر الإنترنت أثناء إغلاق المدرسة؟"
"122","prop_select_one @/@ child_access_online_education ~/~ no_child_did_not_access_online_education_while_the_school_was_closed @/@ pop_group ~/~ prl","prop_select_one","child_access_online_education","no_child_did_not_access_online_education_while_the_school_was_closed","pop_group","prl",1,1,3293,3,"Protection","If the child school was closed during the last academic year, did the child access online education while the school was closed?","INDV_data","If the child school was closed during the last academic year, did the child access online education while the school was closed?","إذا تم إغلاق مدرسة الطفل خلال العام الدراسي الماضي ، هل قام الطفل بالوصول إلى التعليم عبر الإنترنت أثناء إغلاق المدرسة؟"
"123","prop_select_one @/@ child_access_online_education ~/~ no_school_remained_opened_all_year @/@ pop_group ~/~ prl","prop_select_one","child_access_online_education","no_school_remained_opened_all_year","pop_group","prl",1,1,3294,43,"Protection","If the child school was closed during the last academic year, did the child access online education while the school was closed?","INDV_data","If the child school was closed during the last academic year, did the child access online education while the school was closed?","إذا تم إغلاق مدرسة الطفل خلال العام الدراسي الماضي ، هل قام الطفل بالوصول إلى التعليم عبر الإنترنت أثناء إغلاق المدرسة؟"
"124","prop_select_one @/@ child_access_online_education ~/~ yes_child_accessed_online_education_while_the_school_was_closed @/@ pop_group ~/~ prl","prop_select_one","child_access_online_education","yes_child_accessed_online_education_while_the_school_was_closed","pop_group","prl",1,1,3295,53,"Protection","If the child school was closed during the last academic year, did the child access online education while the school was closed?","INDV_data","If the child school was closed during the last academic year, did the child access online education while the school was closed?","إذا تم إغلاق مدرسة الطفل خلال العام الدراسي الماضي ، هل قام الطفل بالوصول إلى التعليم عبر الإنترنت أثناء إغلاق المدرسة؟"
"125","prop_select_one @/@ main_reason_child_not_attending ~/~ child_did_not_attend_because_of_health_problems_diseases @/@ pop_group ~/~ lebanese","prop_select_one","main_reason_child_not_attending","child_did_not_attend_because_of_health_problems_diseases","pop_group","lebanese",1,1,3296,2,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"126","prop_select_one @/@ main_reason_child_not_attending ~/~ child_did_not_attend_due_to_disability @/@ pop_group ~/~ lebanese","prop_select_one","main_reason_child_not_attending","child_did_not_attend_due_to_disability","pop_group","lebanese",1,1,3297,2,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"127","prop_select_one @/@ main_reason_child_not_attending ~/~ child_did_not_attend_due_to_fear_of_contracting_from_covid_19 @/@ pop_group ~/~ lebanese","prop_select_one","main_reason_child_not_attending","child_did_not_attend_due_to_fear_of_contracting_from_covid_19","pop_group","lebanese",1,1,3298,20,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"128","prop_select_one @/@ main_reason_child_not_attending ~/~ child_did_not_attend_due_to_work @/@ pop_group ~/~ lebanese","prop_select_one","main_reason_child_not_attending","child_did_not_attend_due_to_work","pop_group","lebanese",1,1,3299,1,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"129","prop_select_one @/@ main_reason_child_not_attending ~/~ cost_of_education @/@ pop_group ~/~ lebanese","prop_select_one","main_reason_child_not_attending","cost_of_education","pop_group","lebanese",1,1,3300,16,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"130","prop_select_one @/@ main_reason_child_not_attending ~/~ cultural_religious_reasons @/@ pop_group ~/~ lebanese","prop_select_one","main_reason_child_not_attending","cultural_religious_reasons","pop_group","lebanese",1,1,3301,1,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"131","prop_select_one @/@ main_reason_child_not_attending ~/~ difficulties_at_school_with_curriculum @/@ pop_group ~/~ lebanese","prop_select_one","main_reason_child_not_attending","difficulties_at_school_with_curriculum","pop_group","lebanese",1,1,3302,35,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"132","prop_select_one @/@ main_reason_child_not_attending ~/~ dont_know @/@ pop_group ~/~ lebanese","prop_select_one","main_reason_child_not_attending","dont_know","pop_group","lebanese",1,1,3303,8,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"133","prop_select_one @/@ main_reason_child_not_attending ~/~ enrolled_attending_non_formal_informal_education_program @/@ pop_group ~/~ lebanese","prop_select_one","main_reason_child_not_attending","enrolled_attending_non_formal_informal_education_program","pop_group","lebanese",1,1,3304,3,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"134","prop_select_one @/@ main_reason_child_not_attending ~/~ fear_of_violence_in_schools @/@ pop_group ~/~ lebanese","prop_select_one","main_reason_child_not_attending","fear_of_violence_in_schools","pop_group","lebanese",1,1,3305,1,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"135","prop_select_one @/@ main_reason_child_not_attending ~/~ other @/@ pop_group ~/~ lebanese","prop_select_one","main_reason_child_not_attending","other","pop_group","lebanese",1,1,3306,10,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"136","prop_select_one @/@ main_reason_child_not_attending ~/~ prefer_not_to_answer @/@ pop_group ~/~ lebanese","prop_select_one","main_reason_child_not_attending","prefer_not_to_answer","pop_group","lebanese",1,1,3307,1,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"137","prop_select_one @/@ main_reason_child_not_attending ~/~ child_did_not_attend_because_of_health_problems_diseases @/@ pop_group ~/~ migrant","prop_select_one","main_reason_child_not_attending","child_did_not_attend_because_of_health_problems_diseases","pop_group","migrant",1,1,3308,50,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"138","prop_select_one @/@ main_reason_child_not_attending ~/~ cost_of_education @/@ pop_group ~/~ migrant","prop_select_one","main_reason_child_not_attending","cost_of_education","pop_group","migrant",1,1,3309,50,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"139","prop_select_one @/@ main_reason_child_not_attending ~/~  Epilepsy, Diabetes, Severe Allergies, etc. @/@ pop_group ~/~ prl","prop_select_one","main_reason_child_not_attending"," Epilepsy, Diabetes, Severe Allergies, etc.","pop_group","prl",1,1,3310,8,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"140","prop_select_one @/@ main_reason_child_not_attending ~/~ age_is_not_appropriate_for_the_intended_grade_level @/@ pop_group ~/~ prl","prop_select_one","main_reason_child_not_attending","age_is_not_appropriate_for_the_intended_grade_level","pop_group","prl",1,1,3311,8,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"141","prop_select_one @/@ main_reason_child_not_attending ~/~ child_did_not_attend_due_to_disability @/@ pop_group ~/~ prl","prop_select_one","main_reason_child_not_attending","child_did_not_attend_due_to_disability","pop_group","prl",1,1,3312,8,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"142","prop_select_one @/@ main_reason_child_not_attending ~/~ child_did_not_attend_due_to_fear_of_contracting_from_covid_19 @/@ pop_group ~/~ prl","prop_select_one","main_reason_child_not_attending","child_did_not_attend_due_to_fear_of_contracting_from_covid_19","pop_group","prl",1,1,3313,8,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"143","prop_select_one @/@ main_reason_child_not_attending ~/~ cost_of_education @/@ pop_group ~/~ prl","prop_select_one","main_reason_child_not_attending","cost_of_education","pop_group","prl",1,1,3314,8,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"144","prop_select_one @/@ main_reason_child_not_attending ~/~ difficulties_at_school_with_curriculum @/@ pop_group ~/~ prl","prop_select_one","main_reason_child_not_attending","difficulties_at_school_with_curriculum","pop_group","prl",1,1,3315,8,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"145","prop_select_one @/@ main_reason_child_not_attending ~/~ dont_know @/@ pop_group ~/~ prl","prop_select_one","main_reason_child_not_attending","dont_know","pop_group","prl",1,1,3316,31,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"146","prop_select_one @/@ main_reason_child_not_attending ~/~ enrolled_attending_non_formal_informal_education_program @/@ pop_group ~/~ prl","prop_select_one","main_reason_child_not_attending","enrolled_attending_non_formal_informal_education_program","pop_group","prl",1,1,3317,15,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"147","prop_select_one @/@ main_reason_child_not_attending ~/~ other @/@ pop_group ~/~ prl","prop_select_one","main_reason_child_not_attending","other","pop_group","prl",1,1,3318,8,"Protection","What is the main reason why the child was not attending?","INDV_data","What is the main reason why the child was not attending?","ما هو السبب الرئيسي لعدم إرتياد الطفل للمدرسة؟"
"148","prop_select_one @/@ governorate ~/~ akkar @/@ pop_group ~/~ lebanese","prop_select_one","governorate","akkar","pop_group","lebanese",1,1,3793,6,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"149","prop_select_one @/@ governorate ~/~ baalbek_hermel @/@ pop_group ~/~ lebanese","prop_select_one","governorate","baalbek_hermel","pop_group","lebanese",1,1,3794,8,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"150","prop_select_one @/@ governorate ~/~ beirut @/@ pop_group ~/~ lebanese","prop_select_one","governorate","beirut","pop_group","lebanese",1,1,3795,4,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"151","prop_select_one @/@ governorate ~/~ bekaa @/@ pop_group ~/~ lebanese","prop_select_one","governorate","bekaa","pop_group","lebanese",1,1,3796,11,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"152","prop_select_one @/@ governorate ~/~ mnt_lbn @/@ pop_group ~/~ lebanese","prop_select_one","governorate","mnt_lbn","pop_group","lebanese",1,1,3797,22,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"153","prop_select_one @/@ governorate ~/~ nabatieh @/@ pop_group ~/~ lebanese","prop_select_one","governorate","nabatieh","pop_group","lebanese",1,1,3798,10,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"154","prop_select_one @/@ governorate ~/~ north @/@ pop_group ~/~ lebanese","prop_select_one","governorate","north","pop_group","lebanese",1,1,3799,27,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"155","prop_select_one @/@ governorate ~/~ south @/@ pop_group ~/~ lebanese","prop_select_one","governorate","south","pop_group","lebanese",1,1,3800,11,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"156","prop_select_one @/@ governorate ~/~ akkar @/@ pop_group ~/~ migrant","prop_select_one","governorate","akkar","pop_group","migrant",1,1,3801,11,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
"157","prop_select_one @/@ governorate ~/~ baalbek_hermel @/@ pop_group ~/~ migrant","prop_select_one","governorate","baalbek_hermel","pop_group","migrant",1,1,3802,10,"Demographic","In which governorate is the household located?","HH_data","In which governorate is the household located?","في أي محافظة تقع الأسرة؟"
